
> gaming-ui-demo@0.1.0 dev
> next dev

▲ Next.js 16.2.10 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.214.131.208:3000
- Environments: .env.local
✓ Ready in 920ms

○ Compiling / ...
 GET /api/game/history 200 in 16ms (next.js: 4ms, application-code: 11ms)
 GET /api/game/state 200 in 42ms (next.js: 10ms, application-code: 32ms)
 GET /api/game/history 200 in 16ms (next.js: 4ms, application-code: 12ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 39ms (next.js: 4ms, application-code: 36ms)
 GET /api/game/state 200 in 59ms (next.js: 18ms, application-code: 41ms)
 GET /api/game/state 200 in 30ms (next.js: 3ms, application-code: 27ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 11ms)
 GET /api/game/state 200 in 40ms (next.js: 11ms, application-code: 30ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 11ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 72ms (next.js: 13ms, application-code: 59ms)
 GET /api/game/state 200 in 47ms (next.js: 9ms, application-code: 38ms)
 GET /api/game/state 200 in 32ms (next.js: 5ms, application-code: 27ms)
 GET /api/game/state 200 in 45ms (next.js: 3ms, application-code: 42ms)
 GET /api/game/history 200 in 25ms (next.js: 7ms, application-code: 17ms)
 GET /api/game/state 200 in 49ms (next.js: 8ms, application-code: 41ms)
 GET /api/game/history 200 in 18ms (next.js: 6ms, application-code: 12ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 48ms (next.js: 4ms, application-code: 44ms)
 GET /api/game/state 200 in 27ms (next.js: 6ms, application-code: 20ms)
 GET /api/game/state 200 in 47ms (next.js: 5ms, application-code: 42ms)
 GET /api/game/state 200 in 43ms (next.js: 9ms, application-code: 35ms)
 GET /api/game/state 200 in 33ms (next.js: 5ms, application-code: 28ms)
 GET /api/game/history 200 in 17ms (next.js: 4ms, application-code: 14ms)
 GET /api/game/state 200 in 63ms (next.js: 15ms, application-code: 49ms)
 GET /api/game/state 200 in 18ms (next.js: 3ms, application-code: 15ms)
 GET /api/game/state 200 in 33ms (next.js: 13ms, application-code: 20ms)
 GET /api/game/state 200 in 59ms (next.js: 13ms, application-code: 46ms)
 GET /api/game/state 200 in 38ms (next.js: 8ms, application-code: 30ms)
 GET /api/game/history 200 in 20ms (next.js: 6ms, application-code: 14ms)
 GET /api/game/state 200 in 45ms (next.js: 10ms, application-code: 35ms)
 GET /api/game/state 200 in 31ms (next.js: 6ms, application-code: 25ms)
 GET /api/game/state 200 in 47ms (next.js: 7ms, application-code: 40ms)
 GET /api/game/history 200 in 20ms (next.js: 5ms, application-code: 15ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 56ms (next.js: 4ms, application-code: 52ms)
 GET /api/game/state 200 in 32ms (next.js: 5ms, application-code: 27ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 11ms)
 GET /api/game/state 200 in 26ms (next.js: 8ms, application-code: 19ms)
 GET /api/game/state 200 in 44ms (next.js: 14ms, application-code: 30ms)
 GET /api/game/state 200 in 33ms (next.js: 3ms, application-code: 30ms)
 GET /api/game/state 200 in 32ms (next.js: 4ms, application-code: 28ms)
 GET /api/game/state 200 in 43ms (next.js: 11ms, application-code: 32ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 11ms)
 GET /api/game/state 200 in 32ms (next.js: 4ms, application-code: 28ms)
 GET /api/game/state 200 in 56ms (next.js: 12ms, application-code: 44ms)
 GET /api/game/history 200 in 19ms (next.js: 5ms, application-code: 14ms)
 GET /api/game/state 200 in 32ms (next.js: 3ms, application-code: 29ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 11ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 35ms (next.js: 3ms, application-code: 32ms)
 GET /api/game/state 200 in 33ms (next.js: 4ms, application-code: 29ms)
 GET /api/game/history 200 in 15ms (next.js: 4ms, application-code: 11ms)
 GET /api/game/state 200 in 22ms (next.js: 5ms, application-code: 17ms)
 GET /api/game/state 200 in 33ms (next.js: 6ms, application-code: 27ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 11ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 73ms (next.js: 14ms, application-code: 59ms)
 GET /api/game/state 200 in 31ms (next.js: 7ms, application-code: 24ms)
 GET /api/game/state 200 in 42ms (next.js: 13ms, application-code: 29ms)
 GET /api/game/history 200 in 14ms (next.js: 4ms, application-code: 10ms)
 GET /api/game/state 200 in 16ms (next.js: 4ms, application-code: 13ms)
 GET /api/game/history 200 in 12ms (next.js: 3ms, application-code: 10ms)
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 39ms (next.js: 5ms, application-code: 34ms)
 GET /api/game/state 200 in 42ms (next.js: 11ms, application-code: 31ms)
